"video_id","channel_title","channel_id","video_publish_date","video_title","video_description","video_category","video_view_count","video_comment_count","video_like_count","video_dislike_count","video_tags"
"CaTjIHuTasY","RPP Noticias","UC5j8-2FT0ZMMBkmK72R4aeA",2021-03-23,"Durand: “Si hay personas vulnerables en casa es mejor que un caso COVID sea aislado”","El año pasado, una persona con la COVID-19 infectaba al 30% o 50% del hogar. Con las nuevas variantes, ahora el contagio se da al 100%. Salomón Durand Velazco, Jefe de Equipo del equipo técnico COVID-19 del MINSA, nos explica cómo debe actuar una familia cuando se tiene en casa a infectados con COVID. 

SUSCRÍBETE ► http://ow.ly/Uzfi3 
Web: http://www.rpp.pe  
Facebook: https://www.facebook.com/rppnoticias?ref=ts&fref=ts
Twitter: https://twitter.com/RPPNoticias

#RPPNoticias. La voz del Perú. Noticias del Perú y el mundo, las 24 horas del día.","25",5579,11,40,NA,"RPP|RPP Noticias|Noticias Peru|Perú|Lima|Noticias|Información|Directo En Directo|Peruanos|Peruanos en USA|Programas peruanos|Programas del Perú|Radio Programas del Perú|Noticias del Perú|coronavirus en Perú|Sagasti hoy|Casos de coronavirus hoy|casos covid hoy|Sagasti presidente|llegan vacunas peru|francisco sagasti|vacuna peru|contagio|SALOMON DURAND VELAZCO|equipo técnico COVID-19|MINSA|familia cuando|infectados|COVID"
"fPCSKOwLVKU","RPP Noticias","UC5j8-2FT0ZMMBkmK72R4aeA",2021-03-24,"DENGUE: Minsa lanza una alerta epidemiológica ante incremento de casos","El viceministro de Salud Percy Minaya sostuvo que en las 10 primeras semanas del año, se han reportado cerca de 13169 casos de dengue en el Perú.

#QuédateEnCasa
SUSCRÍBETE ► http://ow.ly/Uzfi3 
Web: http://www.rpp.pe  
Facebook: https://www.facebook.com/rppnoticias?ref=ts&fref=ts
Twitter: https://twitter.com/RPPNoticias

#RPPNoticias. La voz del Perú. Noticias del Perú y el mundo, las 24 horas del día.","25",3326,16,41,NA,"RPP|RPP Noticias|Noticias Peru|Perú|rpp|Programas peruanos|Programas del Perú|Noticias del Perú|coronavirus peru|estado de emergencia peru|COVID-19 en Perú|cuarentena peru|francisco sagasti|segunda ola|vacuna covid|sinopharm|vacunación peru"
"BkXSfP0iCa0","RPP Noticias","UC5j8-2FT0ZMMBkmK72R4aeA",2021-03-24,"Colegio Médico del Perú rechaza uso de ivermectina para casos de COVID-19","Colegio adoptó esta posición desde el pasado 6 de febrero. Piden al Minsa que retiren la ivermectina dentro de la Guía Técnica de Tratamiento contra el coronavirus.


#QuédateEnCasa
SUSCRÍBETE ► http://ow.ly/Uzfi3 
Web: http://www.rpp.pe  
Facebook: https://www.facebook.com/rppnoticias?ref=ts&fref=ts
Twitter: https://twitter.com/RPPNoticias

#RPPNoticias. La voz del Perú. Noticias del Perú y el mundo, las 24 horas del día.","25",23038,594,182,NA,"RPP|RPP Noticias|Noticias Peru|Perú|rpp|Programas peruanos|Programas del Perú|Noticias del Perú|coronavirus peru|estado de emergencia peru|COVID-19 en Perú|cuarentena peru|francisco sagasti|segunda ola|vacuna covid|sinopharm|vacunación peru"
"77VkLPrzN2E","RPP Noticias","UC5j8-2FT0ZMMBkmK72R4aeA",2021-03-26,"Deborah Inga: “buscaremos que se sancione con cárcel, de manera efectiva, la mentira en el país”","“La mentira en el Perú no es un delito, en otros países sí”, sostuvo en RPP la candidata al congreso con el número 10 por Renovación Popular, Deborah Inga. 

SUSCRÍBETE ► http://ow.ly/Uzfi3 
Web: http://www.rpp.pe  
Facebook: https://www.facebook.com/rppnoticias?ref=ts&fref=ts
Twitter: https://twitter.com/RPPNoticias

#RPPNoticias. La voz del Perú. Noticias del Perú y el mundo, las 24 horas del día.","25",1655,21,21,NA,"RPP|RPP Noticias|Noticias Peru|Perú"
"SzNOiXDU3J0","RPP Noticias","UC5j8-2FT0ZMMBkmK72R4aeA",2021-03-26,"Vocero de Essalud: “reprogramaremos futuras citas según como MINSA nos entregue nuevas dosis”","“En total, estamos cerrando en más 50 mil de mayores de 85 años vacunados”, sostuvo en RPP Noticias, Hernán Ramos, vocero de Essalud. 

SUSCRÍBETE ► http://ow.ly/Uzfi3 
Web: http://www.rpp.pe  
Facebook: https://www.facebook.com/rppnoticias?ref=ts&fref=ts
Twitter: https://twitter.com/RPPNoticias

#RPPNoticias. La voz del Perú. Noticias del Perú y el mundo, las 24 horas del día.","25",2435,18,12,NA,"RPP|RPP Noticias|Noticias Peru|Perú|Lima|Noticias|Información|Directo En Directo|Peruanos|Peruanos en USA|Programas peruanos|Programas del Perú|Radio Programas del Perú|Noticias del Perú|coronavirus en Perú|Sagasti hoy|Casos de coronavirus hoy|casos covid hoy|Sagasti presidente|secuenciamiento genómico|mutaciones|Pedro Romero|biólogo molecular|vacunas|essalud|vacunas essalud|citas vacuna"
"FRL83-kZhIc","RPP Noticias","UC5j8-2FT0ZMMBkmK72R4aeA",2021-03-27,"Voluntario de ensayo Sinopharm UPCH: “Situación de los voluntarios, básicamente, es de damnificados”","Luego de la renuncia de la dra. Coralith García ¿cuál es la situación de los voluntarios del ensayo de Sinopharm? Jorge Abanto, voluntario ensayo UPCH, se pronuncia en RPP. 

SUSCRÍBETE ► http://ow.ly/Uzfi3 
Web: http://www.rpp.pe  
Facebook: https://www.facebook.com/rppnoticias?ref=ts&fref=ts
Twitter: https://twitter.com/RPPNoticias

#RPPNoticias. La voz del Perú. Noticias del Perú y el mundo, las 24 horas del día.","25",5806,32,49,NA,"RPP|RPP Noticias|Noticias Peru|Perú|Lima|Noticias|Información|Directo En Directo|Peruanos|Peruanos en USA|Programas peruanos|Programas del Perú|Radio Programas del Perú|Noticias del Perú|coronavirus en Perú|Sagasti hoy|Casos de coronavirus hoy|casos covid hoy|Sagasti presidente|secuenciamiento genómico|mutaciones|Pedro Romero|biólogo molecular|renuncia|Coralith García|voluntarios del ensayo.ENSAYOSinopharm|Jorge Abanto|voluntario ensayo|UPCH"
"ikI9LxndizE","RPP Noticias","UC5j8-2FT0ZMMBkmK72R4aeA",2021-03-31,"EE.UU.: Pzifer anunció eficacia del 100% de vacuna contra la COVID-19 en adolescentes","Pfizer anunció una eficacia del 100% de su vacuna contra a covid-19 en adolescentes de 12 a 15 años. José Gonzáles Zamora, infectólogo del hospital Jackson Memorial y catedrático de la Universidad de Miami e investigador de Moderna, nos explica más sobre el tema. 

SUSCRÍBETE ► http://ow.ly/Uzfi3 
Web: http://www.rpp.pe  
Facebook: https://www.facebook.com/rppnoticias?ref=ts&fref=ts
Twitter: https://twitter.com/RPPNoticias

#RPPNoticias. La voz del Perú. Noticias del Perú y el mundo, las 24 horas del día.","25",6469,73,73,NA,"RPP|RPP Noticias|Noticias Peru|Perú|Lima|Noticias|Información|Directo En Directo|Peruanos|Peruanos en USA|Programas peruanos|Programas del Perú|Radio Programas del Perú|Noticias del Perú|coronavirus en Perú|Sagasti hoy|Casos de coronavirus hoy|casos covid hoy|Sagasti presidente|Pfizer|adolescentes|José Gonzáles Zamora|hospital Jackson Memorial|Universidad de Miami|investigador de Moderna"
"ydbHDXDMJLA","RPP Noticias","UC5j8-2FT0ZMMBkmK72R4aeA",2021-04-05,"Minsa espera comenzar a vacunar a los adultos mayores de 60 años en la primera semana de mayo","En diálogo con RPP Noticias, el ministro de Salud, Óscar Ugarte, indicó que con las dosis semanales del laboratorio Pfizer que llegarán al país el Gobierno espera haber concluido hasta finales de mayo la vacunación de todos los adultos mayores y de los grupos que están en primera línea.

#QuédateEnCasa
SUSCRÍBETE ► http://ow.ly/Uzfi3 
Web: http://www.rpp.pe  
Facebook: https://www.facebook.com/rppnoticias?ref=ts&fref=ts
Twitter: https://twitter.com/RPPNoticias

#RPPNoticias. La voz del Perú. Noticias del Perú y el mundo, las 24 horas del día.","25",39448,297,410,NA,"RPP|RPP Noticias|Noticias Peru|Perú|ministro de Salud|Óscar Ugarte|Minsa|COVID-19 en Perú|Adultos mayores|Vacunación|Pfizer|Vacuna rusa"
"V6HslNgHXGM","RPP Noticias","UC5j8-2FT0ZMMBkmK72R4aeA",2021-04-06,"¿Cuál es la importancia de la vigilancia genómica en la lucha contra la COVID-19?","El Dr. Elmer Huerta nos explica la necesidad que tienen los países de conocer el comportamiento de virus para realizar una contención efectiva del mismo.

#QuédateEnCasa
SUSCRÍBETE ► http://ow.ly/Uzfi3 
Web: http://www.rpp.pe  
Facebook: https://www.facebook.com/rppnoticias?ref=ts&fref=ts
Twitter: https://twitter.com/RPPNoticias

#RPPNoticias. La voz del Perú. Noticias del Perú y el mundo, las 24 horas del día.","25",964,7,9,NA,"RPP|RPP Noticias|Noticias Peru|Perú|Dr. Elmer Huerta|Variante brasileña|Vigilancia genómica|COVID-19 en Perú|Coronavirus en el Perú"
"0RrsfXsubmo","RPP Noticias","UC5j8-2FT0ZMMBkmK72R4aeA",2021-04-06,"Dir. de Inmunizaciones del MINSA: “El 16 de abril lanzaremos el modelo de vacunación territorial”","El MINSA anunció un cambio de estrategia de cobertura territorial de vacunación contra la COVID-19 que se orienta, principalmente, en inmunizar a poblaciones completas por circunscripciones distritales y provinciales, según grupos de edad. Gabriela Jiménez, directora de Inmunizaciones del MINSA, nos explica cómo se llevará a cabo este proceso. 

SUSCRÍBETE ► http://ow.ly/Uzfi3 
Web: http://www.rpp.pe  
Facebook: https://www.facebook.com/rppnoticias?ref=ts&fref=ts
Twitter: https://twitter.com/RPPNoticias

#RPPNoticias. La voz del Perú. Noticias del Perú y el mundo, las 24 horas del día.","25",17135,74,184,NA,"RPP|RPP Noticias|Noticias Peru|Perú|Lima|Noticias|Información|Directo En Directo|Peruanos|Peruanos en USA|Programas peruanos|Programas del Perú|Radio Programas del Perú|Noticias del Perú|coronavirus en Perú|Sagasti hoy|Casos de coronavirus hoy|casos covid hoy|Sagasti presidente|nueva estrategia de vacunación|estrategia de vacunacion|minsa|vacunación"
"jQAi_i2UtvA","RPP Noticias","UC5j8-2FT0ZMMBkmK72R4aeA",2021-04-07,"Vacunas: ""Prácticamente no sirve para nada la de AstraZeneca contra esta variante sudafricana""","El Dr. Elmer Huerta nos comenta sobre un nuevo estudio que han realizado para probar la efectividad de las vacunas contra las diversas variantes de la COVID-19.

#QuédateEnCasa
SUSCRÍBETE ► http://ow.ly/Uzfi3 
Web: http://www.rpp.pe  
Facebook: https://www.facebook.com/rppnoticias?ref=ts&fref=ts
Twitter: https://twitter.com/RPPNoticias

#RPPNoticias. La voz del Perú. Noticias del Perú y el mundo, las 24 horas del día.","25",7963,36,82,NA,"RPP|RPP Noticias|Noticias Peru|Perú"
"hlxQXUObWSs","RPP Noticias","UC5j8-2FT0ZMMBkmK72R4aeA",2021-04-07,"Esto es lo que proponen para que los voluntarios de Sinopharm que recibieron placebo sean vacunados","Leonardo Inga, presidente de la Comisión Especial COVID-19 del Congreso, explicó qué acciones están realizando para que los voluntarios que recibieron placeo puedan ser vacunados.

#QuédateEnCasa
SUSCRÍBETE ► http://ow.ly/Uzfi3 
Web: http://www.rpp.pe  
Facebook: https://www.facebook.com/rppnoticias?ref=ts&fref=ts
Twitter: https://twitter.com/RPPNoticias

#RPPNoticias. La voz del Perú. Noticias del Perú y el mundo, las 24 horas del día.","25",4066,13,17,NA,"RPP|RPP Noticias|Noticias Peru|Perú|presidente de la Comisión Especial COVID-19 del Congreso|Leonardo Inga|Voluntarios de Sinopharm|Congreso del Perú|Ensayos clínicos en Perú"
"CeaXqnmx1m0","RPP Noticias","UC5j8-2FT0ZMMBkmK72R4aeA",2021-04-08,"COVID-19 en Perú: Reportan 314 fallecidos en un día, cifra récord desde el inicio de la pandemia","El Ministerio de Salud (Minsa) informó que a la fecha a nivel nacional se registra 53.725 muertos y 1.607.898 casos acumulados de nuevo coronavirus.

#QuédateEnCasa
SUSCRÍBETE ► http://ow.ly/Uzfi3 
Web: http://www.rpp.pe  
Facebook: https://www.facebook.com/rppnoticias?ref=ts&fref=ts
Twitter: https://twitter.com/RPPNoticias

#RPPNoticias. La voz del Perú. Noticias del Perú y el mundo, las 24 horas del día.","25",24321,90,86,NA,"RPP|RPP Noticias|Noticias Peru|Perú|Alfonso Nino|Universidad Cayetano Heredia|COVID-19|Médico salubrista|Minsa"
"FPJl7vgV2M4","RPP Noticias","UC5j8-2FT0ZMMBkmK72R4aeA",2021-04-11,"Talara: “17 camas de hospitalización inoperativas por falta de personal”","“Para atender en condiciones óptimas necesitamos por lo menos 3 médicos, 3 enfermeras y 5 técnicos en enfermería”, sostuvo Robin Estrada jefe del Minsa-Talara. 

SUSCRÍBETE ► http://ow.ly/Uzfi3 
Web: http://www.rpp.pe  
Facebook: https://www.facebook.com/rppnoticias?ref=ts&fref=ts
Twitter: https://twitter.com/RPPNoticias

#RPPNoticias. La voz del Perú. Noticias del Perú y el mundo, las 24 horas del día.","25",1911,17,14,NA,"RPP|RPP Noticias|Noticias Peru|Perú|Lima|Noticias|Información|Directo En Directo|Peruanos|Peruanos en USA|Programas peruanos|Programas del Perú|Radio Programas del Perú|Noticias del Perú|francisco sagasti|vacuna peru|elecciones 2021|talara|robin estrada"
"a8oMMHjmCMw","RPP Noticias","UC5j8-2FT0ZMMBkmK72R4aeA",2021-04-16,"Granados: “El objetivo es vacunar a 180 mil adultos mayores de 80 años en Lima”","El vocero del Minsa, Arturo Granados, brindó detalles del nuevo plan de vacunación territorial. 





SUSCRÍBETE ► http://ow.ly/Uzfi3 
Web: http://www.rpp.pe  
Facebook: https://www.facebook.com/rppnoticias?ref=ts&fref=ts
Twitter: https://twitter.com/RPPNoticias

#RPPNoticias. La voz del Perú. Noticias del Perú y el mundo, las 24 horas del día.","25",1712,6,8,NA,"RPP|RPP Noticias|Noticias Peru|Perú"
"jsvkLQ-rdvY","RPP Noticias","UC5j8-2FT0ZMMBkmK72R4aeA",2021-04-17,"SJL: Minsa reconoce ""negligencia"" en caso de adultos mayores que no fueron vacunados","Cientos de adultos mayores de 80 años esperaron por horas afuera de un colegio en San Juan de Lurigancho para ser inmunizados contra la COVID-19, sin conocer que les habían reprogramado la cita.

#QuédateEnCasa
SUSCRÍBETE ► http://ow.ly/Uzfi3 
Web: http://www.rpp.pe  
Facebook: https://www.facebook.com/rppnoticias?ref=ts&fref=ts
Twitter: https://twitter.com/RPPNoticias

#RPPNoticias. La voz del Perú. Noticias del Perú y el mundo, las 24 horas del día.","25",3325,9,33,NA,"RPP|RPP Noticias|Noticias Peru|Perú|rpp|Programas peruanos|Programas del Perú|Noticias del Perú|coronavirus peru|estado de emergencia peru|COVID-19 en Perú|cuarentena peru|francisco sagasti|segunda ola|vacuna covid|sinopharm|vacunación peru"
"4KmiWKYcYpE","RPP Noticias","UC5j8-2FT0ZMMBkmK72R4aeA",2021-04-19,"CMP: “llegar a este nivel de fallecimientos es muestra de que las estrategias vienen fracasando”","El MINSA informó que en las últimas 24 horas han fallecido la cifra récord de 433 personas por COVID-19. Miguel Palacios, decano del Colegio Médico del Perú, analiza el panorama de la pandemia en el país. 

SUSCRÍBETE ► http://ow.ly/Uzfi3 
Web: http://www.rpp.pe  
Facebook: https://www.facebook.com/rppnoticias?ref=ts&fref=ts
Twitter: https://twitter.com/RPPNoticias

#RPPNoticias. La voz del Perú. Noticias del Perú y el mundo, las 24 horas del día.","25",21938,135,191,NA,"RPP|RPP Noticias|Noticias Peru|Perú|Lima|Noticias|Información|Directo En Directo|Peruanos|Peruanos en USA|Programas peruanos|Programas del Perú|Radio Programas del Perú|Noticias del Perú|coronavirus en Perú|Sagasti hoy|Casos de coronavirus hoy|casos covid hoy|elecciones 2021|primera vuelta|resultados onpe|pedro castillo|Keiko Fujimori noticias|MINSA|cifra récord|Miguel Palacios|decano del Colegio Médico del Perú|panorama de la pandemia"
"MXixExNPqRA","RPP Noticias","UC5j8-2FT0ZMMBkmK72R4aeA",2021-04-22,"Julissa Castro: “existe un incremento de casos de trastornos mentales en el País”","Según encuesta IPSOS, la salud mental del 50% de los peruanos ha empeorado desde que empezó la pandemia. Julissa Castro, psiquiatra Hospital Víctor Larco Herrera Minsa, nos explica cuáles son las consecuencias a largo plazo 

SUSCRÍBETE ► http://ow.ly/Uzfi3 
Web: http://www.rpp.pe  
Facebook: https://www.facebook.com/rppnoticias?ref=ts&fref=ts
Twitter: https://twitter.com/RPPNoticias

#RPPNoticias. La voz del Perú. Noticias del Perú y el mundo, las 24 horas del día.","25",1711,22,21,NA,"RPP|RPP Noticias|Noticias Peru|Perú|Lima|Noticias|Información|Directo En Directo|Peruanos|Peruanos en USA|Programas peruanos|Noticias del Perú|coronavirus en Perú|Sagasti hoy|Casos de coronavirus hoy|casos covid hoy|elecciones 2021|segunda vuelta|resultados onpe|pedro castillo|Keiko Fujimori noticias|Perú Libre|virtual congresista|Fuerza Popular|encuesta IPSOS|salud mental|pandemia|Julissa Castro|psiquiatra|Hospital Víctor Larco Herrera Minsa"
"v374QVQevrk","RPP Noticias","UC5j8-2FT0ZMMBkmK72R4aeA",2021-04-29,"Gabriela Jiménez: “mantendremos el horario en los 50 centros de vacunación de Lima y Callao”","Se publicó el padrón correspondiente para la vacunación a los adultos mayores de 70 años residentes de Lima Metropolitana y Callao, Gabriela Jiménez, directora de inmunizaciones del MINSA nos explica más sobre la campaña. 

SUSCRÍBETE ► http://ow.ly/Uzfi3 
Web: http://www.rpp.pe  
Facebook: https://www.facebook.com/rppnoticias?ref=ts&fref=ts
Twitter: https://twitter.com/RPPNoticias

#RPPNoticias. La voz del Perú. Noticias del Perú y el mundo, las 24 horas del día.","25",12322,32,62,NA,"RPP|RPP Noticias|Noticias Peru|Perú|Lima|Noticias|Información|Directo En Directo|Peruanos|Peruanos en USA|Programas peruanos|Programas del Perú|Radio Programas del Perú|Noticias del Perú|coronavirus en Perú|Sagasti hoy|Casos de coronavirus hoy|casos covid hoy|elecciones 2021|segunda vuelta|resultados onpe|pedro castillo|Keiko Fujimori|mayores de 70 años|vacunación en mayores"
"JS5EfNnJIws","RPP Noticias","UC5j8-2FT0ZMMBkmK72R4aeA",2021-04-30,"¿La autoburbuja social puede ayudar a prevenir contagios por nuevo coronavirus?","Luis Pampa, infectólogo del Instituto Nacional de Salud-Minsa, habló sobre uno de los descuidos más comunes que comenten las personas y que permite el ingreso del virus al hogar.

#QuédateEnCasa
SUSCRÍBETE ► http://ow.ly/Uzfi3 
Web: http://www.rpp.pe  
Facebook: https://www.facebook.com/rppnoticias?ref=ts&fref=ts
Twitter: https://twitter.com/RPPNoticias

#RPPNoticias. La voz del Perú. Noticias del Perú y el mundo, las 24 horas del día.","25",1832,7,18,NA,"RPP|RPP Noticias|Noticias Peru|Perú|Luis Pampa|Infectólogo|Autoburbuja social|Descuidos en el cuidado|COVID-19|Coronavirus|Prevenir los contagios"
"2xbQXw_19_k","RPP Noticias","UC5j8-2FT0ZMMBkmK72R4aeA",2021-05-04,"Jiménez: “este viernes iniciará la aplicación de la segunda dosis para mayores de 80”","Gabriela Jiménez, directora de Inmunizaciones del MINSA, informó que a partir de este viernes 07 se iniciará la aplicación de la segunda dosis contra la COVID-19 a los adultos mayores de 80 años.

SUSCRÍBETE ► http://ow.ly/Uzfi3 
Web: http://www.rpp.pe  
Facebook: https://www.facebook.com/rppnoticias?ref=ts&fref=ts
Twitter: https://twitter.com/RPPNoticias
Instagram: https://www.instagram.com/rppnoticias

#RPPNoticias. La voz del Perú. Noticias del Perú y el mundo, las 24 horas del día.","25",2223,4,9,NA,"RPP|RPP Noticias|Noticias Peru|Perú|Lima|Noticias|Información|Directo En Directo|Peruanos|Peruanos en USA|Programas peruanos|Programas del Perú|Radio Programas del Perú|Noticias del Perú|coronavirus en Perú|Sagasti hoy|Casos de coronavirus hoy|casos covid hoy|elecciones 2021|segunda vuelta|resultados onpe|pedro castillo|Keiko Fujimori noticias|OMS|laboratorio Sinopharm|Gabriela Jiménez|Inmunizaciones del MINSA"
"kS4v8tKLmyw","RPP Noticias","UC5j8-2FT0ZMMBkmK72R4aeA",2021-05-04,"Taype-Rondán: “vacuna Sinopharm-Beijin es efectiva y prevendrá hospitalizaciones y fallecimientos”","La OMS hizo pública la información que el laboratorio Sinopharm presentó para su evaluación, con el objetivo de obtener el respaldo de este ente internacional ¿Qué dice la información? ¿Por qué tiene la efectividad de 90% en casos graves? 

SUSCRÍBETE ► http://ow.ly/Uzfi3 
Web: http://www.rpp.pe  
Facebook: https://www.facebook.com/rppnoticias?ref=ts&fref=ts
Twitter: https://twitter.com/RPPNoticias
Instagram: https://www.instagram.com/rppnoticias

#RPPNoticias. La voz del Perú. Noticias del Perú y el mundo, las 24 horas del día.","25",7823,199,108,NA,"RPP|RPP Noticias|Noticias Peru|Perú|Lima|Noticias|Información|Directo En Directo|Peruanos|Peruanos en USA|Programas peruanos|Programas del Perú|Radio Programas del Perú|Noticias del Perú|coronavirus en Perú|Sagasti hoy|Casos de coronavirus hoy|casos covid hoy|elecciones 2021|segunda vuelta|resultados onpe|pedro castillo|Keiko Fujimori noticias|OMS|laboratorio Sinopharm"
"Cz0dWMBwQwc","RPP Noticias","UC5j8-2FT0ZMMBkmK72R4aeA",2021-05-05,"Vacuna Sinopharm posee efectividad del 90%, según informe preliminar","El investigador principal del ensayo clínico de la vacuna Sinopharm, Sergio Recuenco, explicó cómo se realizará la vacunación a los voluntarios.

#QuédateEnCasa
SUSCRÍBETE ► http://ow.ly/Uzfi3 
Web: http://www.rpp.pe  
Facebook: https://www.facebook.com/rppnoticias?ref=ts&fref=ts
Twitter: https://twitter.com/RPPNoticias
Instagram: https://www.instagram.com/rppnoticias

#RPPNoticias. La voz del Perú. Noticias del Perú y el mundo, las 24 horas del día.","25",10729,83,128,NA,"RPP|RPP Noticias|Noticias Peru|Perú|rpp|Programas peruanos|Programas del Perú|Noticias del Perú|coronavirus peru|estado de emergencia peru|COVID-19 en Perú|cuarentena peru|francisco sagasti|segunda ola|vacuna covid|sinopharm|vacunación peru"
"IgSrfiPXPtA","RPP Noticias","UC5j8-2FT0ZMMBkmK72R4aeA",2021-05-05,"Mayta-Tristán: Informe de la OMS da la tranquilidad de que la vacuna Sinopharm es segura y funciona","El médico e investigador Percy Mayta-Tristán destacó el informe preliminar de la Organización Mundial de la Salud (OMS) que revela que la vacuna china contra la COVID-19 del laboratorio Sinopharm (cepa de Beijing), que en el Perú fue aplicada al personal de primera línea, protege en 90% el desarrollo de una enfermedad grave.

#QuédateEnCasa
SUSCRÍBETE ► http://ow.ly/Uzfi3 
Web: http://www.rpp.pe  
Facebook: https://www.facebook.com/rppnoticias?ref=ts&fref=ts
Twitter: https://twitter.com/RPPNoticias
Instagram: https://www.instagram.com/rppnoticias

#RPPNoticias. La voz del Perú. Noticias del Perú y el mundo, las 24 horas del día.","25",5427,196,50,NA,"RPP|RPP Noticias|Noticias Peru|Perú"
"aZ1XQ9fjGe4","RPP Noticias","UC5j8-2FT0ZMMBkmK72R4aeA",2021-05-05,"Vacuna de Sinopharm protege en 90% de desarrollar una enfermedad grave, según informe preliminar","La vacuna elaborada a partir de la cepa de Beijing es eficaz en adultos de entre 18 y 59 años, de acuerdo al grupo de expertos en inmunizaciones de la Organización Mundial de la Salud (OMS). 

#QuédateEnCasa
SUSCRÍBETE ► http://ow.ly/Uzfi3 
Web: http://www.rpp.pe  
Facebook: https://www.facebook.com/rppnoticias?ref=ts&fref=ts
Twitter: https://twitter.com/RPPNoticias
Instagram: https://www.instagram.com/rppnoticias

#RPPNoticias. La voz del Perú. Noticias del Perú y el mundo, las 24 horas del día.","25",3339,70,51,NA,"RPP|RPP Noticias|Noticias Peru|Perú"
"973A1OHLCdk","RPP Noticias","UC5j8-2FT0ZMMBkmK72R4aeA",2021-05-06,"Sinopharm: INS autoriza protocolo para iniciar el proceso de importación de vacunas para voluntarios","A través de una resolución del Instituto Nacional de Salud (INS), se autorizó a la Universidad Peruana Cayetano Heredia (UPCH), el protocolo que permitirá tramitar las vacunas para inmunizar a los voluntarios peruanos de los ensayos clínicos de Sinopharm.



#QuédateEnCasa
SUSCRÍBETE ► http://ow.ly/Uzfi3 
Web: http://www.rpp.pe  
Facebook: https://www.facebook.com/rppnoticias?ref=ts&fref=ts
Twitter: https://twitter.com/RPPNoticias
Instagram: https://www.instagram.com/rppnoticias

#RPPNoticias. La voz del Perú. Noticias del Perú y el mundo, las 24 horas del día.","25",2384,17,24,NA,"RPP|RPP Noticias|Noticias Peru|Perú|rpp|Programas peruanos|Programas del Perú|Noticias del Perú|coronavirus peru|estado de emergencia peru|COVID-19 en Perú|cuarentena peru|francisco sagasti|segunda ola|vacuna covid|sinopharm|vacunación peru"
"HesWzVUIoO0","RPP Noticias","UC5j8-2FT0ZMMBkmK72R4aeA",2021-05-06,"Jiménez: “tenemos a nivel nacional 3448 centro de vacunación , hasta el momento”","Gabriela Jiménez, directora de Inmunizaciones del MINSA, detalla datos sobre la campaña de vacunación. Así mismo, resuelve dudas sobre las inmunizaciones para mayores de 80 años. 

SUSCRÍBETE ► http://ow.ly/Uzfi3 
Web: http://www.rpp.pe  
Facebook: https://www.facebook.com/rppnoticias?ref=ts&fref=ts
Twitter: https://twitter.com/RPPNoticias
Instagram: https://www.instagram.com/rppnoticias

#RPPNoticias. La voz del Perú. Noticias del Perú y el mundo, las 24 horas del día.","25",589,5,2,NA,"RPP|RPP Noticias|Noticias Peru|Perú|Lima|Noticias|Información|Directo En Directo|Peruanos|Peruanos en USA|Programas peruanos|Programas del Perú|Radio Programas del Perú|Noticias del Perú|coronavirus en Perú|Sagasti hoy|Casos de coronavirus hoy|casos covid hoy|elecciones 2021|segunda vuelta|resultados onpe|vacunación peru|campaña de vacunación"
"WaH0fHTaV64","RPP Noticias","UC5j8-2FT0ZMMBkmK72R4aeA",2021-05-07,"Dir. de Inmunizaciones MINSA: “a partir del hoy en regiones se amplían vacunación a mayores de 70”","“Se pide a la población tener toda la confianza necesaria en la vacuna. Le pedimos a que acudan al centro de vacunación”, sostuvo en RPP la licenciada Gabriela Jiménez, directora de Inmunizaciones del MINSA.

SUSCRÍBETE ► http://ow.ly/Uzfi3 
Web: http://www.rpp.pe  
Facebook: https://www.facebook.com/rppnoticias?ref=ts&fref=ts
Twitter: https://twitter.com/RPPNoticias
Instagram: https://www.instagram.com/rppnoticias

#RPPNoticias. La voz del Perú. Noticias del Perú y el mundo, las 24 horas del día.","25",3054,13,24,NA,"RPP|RPP Noticias|Noticias Peru|Perú|Lima|Noticias|Información|Directo En Directo|Peruanos|Peruanos en USA|Programas peruanos|Programas del Perú|Radio Programas del Perú|Noticias del Perú|coronavirus en Perú|Sagasti hoy|Casos de coronavirus hoy|casos covid hoy|elecciones 2021|segunda vuelta|resultados onpe|pedro castillo|Keiko Fujimori|vacunas en regiones|vacunas en peru|amplian vacunación|campaña de vacunacion"
"KWwmRPqCTPQ","RPP Noticias","UC5j8-2FT0ZMMBkmK72R4aeA",2021-05-07,"Voluntario del ensayo Sinopharm: “tras autorización DIGEMID se procedió a gestionar la importación”","Jorge Abanto, voluntario del ensayo de Sinopharm en la UPCH, se pronuncia sobre la autorización de la DIGEMID para la importación de vacuna Sinopharm para los participantes de este estudio.

SUSCRÍBETE ► http://ow.ly/Uzfi3 
Web: http://www.rpp.pe  
Facebook: https://www.facebook.com/rppnoticias?ref=ts&fref=ts
Twitter: https://twitter.com/RPPNoticias
Instagram: https://www.instagram.com/rppnoticias

#RPPNoticias. La voz del Perú. Noticias del Perú y el mundo, las 24 horas del día.","25",1015,11,13,NA,"RPP|RPP Noticias|Noticias Peru|Perú|Lima|Noticias|Información|Directo En Directo|Peruanos|Peruanos en USA|Programas peruanos|Programas del Perú|Radio Programas del Perú|Noticias del Perú|coronavirus en Perú|Sagasti hoy|Casos de coronavirus hoy|casos covid hoy|elecciones 2021|Ernesto gozzer|Jorge Abanto|voluntario|ensayo de Sinopharm|UPCH|DIGEMID"
